title,page_id,char_count,word_count,sentence_count,syllable_count,complex_word_count,ARI,CLI,FRE,FKG,GFI,LIX,SMOG,section_count,subsection_count,paragraph_count,mean_section_size,mean_paragraph_size,longest_section_size,shortest_section_size,abstract_size,abstract_text_ratio,citation_count,citation_per_text,external_link_count,internal_link_count,link_per_text,image_count,image_per_text,infobox,mean_sentence_size,largest_sentence_size,shortest_sentence_size,question_count,exclamation_count,pronoun_start_count,pronoun_start_count_sentence_ratio,article_age_days,num_edits,num_editors,num_registered_editors,num_anonymous_editors,num_occasional_editors,review_per_day,review_per_user,revert_count,discussion_count,quality
Cameroon,5447,44961,7812,280,11153,1139,13.4,13.45,53.92,10.0,10.17,53.23,12.7,11,26,107,3833.4545454545455,421.4392523364486,9531,289,3630,0.08073663841996397,289,0.0064277929761348725,16,586,0.013389381908765374,27,0.0006005204510575832,1,159.58214285714286,759,35,0,0,0,0.0,8467,5555,2873,1562,1311,2482,0.6560765324199834,1.9335189697180648,1250,283,1
Vagrant Story,296154,25431,4614,152,6359,524,14.0,12.13,58.11,10.5,11.6,51.38,12.5,6,7,41,4062.8333333333335,621.2682926829268,7908,4213,1292,0.05080413668357516,112,0.004404073768235618,0,154,0.006055601431323975,4,0.00015728834886555778,1,166.30921052631578,504,7,0,2,3,0.019736842105263157,7623,1087,452,277,175,388,0.14259477895841532,2.4048672566371683,64,135,1
Pictor,211820,10165,1859,67,2526,201,10.8,10.67,62.88,8.7,9.53,44.22,11.2,7,2,11,1241.2857142857142,926.0909090909091,6818,910,1587,0.15612395474667978,8,0.0007870142646335465,0,153,0.015051647811116576,4,0.00039350713231677323,1,150.6865671641791,397,46,0,0,3,0.04477611940298507,7742,566,227,189,38,199,0.07310772410229915,2.4933920704845813,24,20,1
Balfour Declaration,4820,80084,14229,269,20501,2088,20.2,13.24,37.88,16.2,15.76,66.13,16.4,19,29,124,4064.7894736842104,646.9354838709677,20799,320,4260,0.05319414614654613,66,0.0008241346586084611,20,508,0.006593077268867689,13,0.00016232955396833324,1,296.7657992565056,1347,36,2,0,11,0.040892193308550186,8230,3373,1002,586,416,847,0.4098420413122722,3.36626746506986,346,1319,1
Pluto,44469,42046,7766,226,10903,970,13.3,11.6,50.57,11.3,11.04,49.85,12.9,16,13,73,2534.0,577.3835616438356,9629,1290,2105,0.05006421538315178,272,0.006469105265661418,7,367,0.00889501974028445,23,0.0005470199305522523,1,184.88938053097345,639,11,0,0,2,0.008849557522123894,8270,10646,3652,2248,1404,2999,1.287303506650544,2.9151150054764514,2010,4449,1
Tosca,38245,42809,8160,262,10595,952,13.8,11.37,57.5,10.7,11.69,51.38,13.0,13,11,64,3198.846153846154,670.125,10199,13,1770,0.04134644584082786,164,0.0038309701231049546,1,271,0.006353804106613095,14,0.00032703403489920345,1,162.43893129770993,536,10,4,13,24,0.0916030534351145,8176,1809,551,317,234,453,0.2212573385518591,3.283121597096189,190,410,1
Primate,22984,52068,9107,291,12892,1271,15.2,13.75,50.26,11.4,11.45,55.34,13.5,14,22,112,3560.0714285714284,465.9375,11709,1446,3111,0.05974879004378889,337,0.006472305446723515,18,703,0.013847276638242298,38,0.0007298148574940462,0,177.93127147766322,1573,31,0,0,2,0.006872852233676976,8303,4624,1595,903,692,1334,0.5569071419968686,2.8990595611285266,857,562,1
USS Iowa (BB-61),204679,38899,7165,179,9838,943,14.9,11.49,54.46,11.9,12.28,53.88,14.0,11,6,56,3408.090909090909,695.6607142857143,12052,143,1962,0.05043831460963007,149,0.0038304326589372476,2,340,0.008791999794339186,17,0.00043702922954317594,1,216.3240223463687,705,41,0,0,23,0.12849162011173185,7757,1714,706,459,247,583,0.22096171200206266,2.4277620396600565,405,250,1
Richard Nixon,25473,92140,16763,552,23338,2374,13.4,12.13,50.97,11.2,10.7,50.78,13.4,32,27,157,2787.40625,587.968152866242,9316,1014,4266,0.04629911004992403,81,0.0008790970262643803,12,693,0.007651400043412199,46,0.0004992402865205123,1,165.94384057971016,879,7,3,0,98,0.17753623188405798,8315,13105,4585,2920,1665,3749,1.576067348165965,2.8582333696837514,2252,3076,1
Sagitta,28163,12753,2375,87,3153,244,9.4,9.56,64.71,8.0,8.19,41.06,10.5,10,5,18,1173.4,710.2222222222222,3305,363,1228,0.096291068768133,104,0.00815494393476045,1,186,0.014663216498078883,1,7.84129224496197e-05,1,145.5977011494253,464,23,0,0,0,0.0,8319,712,264,213,51,227,0.08558721000120206,2.696969696969697,42,51,1
Chicxulub crater,174609,29212,5207,154,7391,737,15.4,12.94,47.72,12.4,12.58,55.21,14.1,9,6,36,3109.8888888888887,812.6388888888889,7979,1813,1567,0.05364233876489114,137,0.0046898534848692315,1,252,0.008660824318773106,7,0.00023962755032178558,1,188.7792207792208,562,50,0,0,2,0.012987012987012988,7823,2649,1145,702,443,969,0.33861689888789465,2.3135371179039304,350,340,1
Tower of London,31165,61710,11752,399,15708,1202,12.6,10.21,57.4,10.8,11.06,47.4,12.2,11,12,70,5303.454545454545,882.5857142857143,29918,898,3825,0.06198347107438017,275,0.004456327985739751,1,394,0.006400907470426187,19,0.00030789175174201914,1,153.65664160401002,517,18,0,2,7,0.017543859649122806,8254,5795,2591,1182,1409,2236,0.702083838139084,2.236588189888074,1399,364,1
Canis Minor,6367,17616,3362,107,4555,455,10.3,10.5,55.64,9.4,8.83,42.67,12.1,6,4,23,2713.0,767.1304347826087,9078,1174,1535,0.08713669391462307,101,0.005733424159854677,2,211,0.012091280653950954,3,0.00017029972752043596,1,163.6448598130841,493,43,0,0,0,0.0,8320,870,342,252,90,297,0.1045673076923077,2.543859649122807,69,43,1
Emily Davison,60559,27334,5217,161,6804,515,13.2,10.62,56.69,11.0,11.73,50.1,12.2,6,7,36,4290.333333333333,760.3611111111111,20518,1736,1810,0.06621789712446038,0,0.0,0,142,0.005194995244018438,10,0.00036584473549425625,0,168.7888198757764,489,3,0,3,44,0.2732919254658385,8028,2801,1246,596,650,1067,0.348903836571998,2.2479935794542536,551,127,1
Katharine Hepburn,43337,64313,12346,459,16068,1264,12.0,10.85,60.35,9.6,10.0,47.98,11.7,11,18,83,5670.545454545455,776.0240963855422,39087,446,2810,0.04369256604419013,121,0.0018814236624010697,1,517,0.008054359149783093,19,0.0002954301618646308,1,139.12418300653596,435,7,1,0,124,0.2701525054466231,8147,5104,2068,1047,1021,1750,0.6264882778937032,2.4680851063829787,603,429,1
Serpens,28149,30866,5694,187,8051,761,12.1,10.85,51.58,10.9,10.1,48.02,12.8,9,7,41,3252.222222222222,753.8536585365854,8063,32,1859,0.06022808267997149,189,0.006123242402643686,1,345,0.011209745350871509,8,0.00025918486360396555,1,164.05882352941177,449,32,0,0,0,0.0,8320,755,289,221,68,247,0.0907451923076923,2.612456747404844,51,47,1
Bobcat,171808,28018,5210,173,7073,621,11.5,10.9,61.77,9.1,10.27,45.57,11.9,10,6,62,2672.8,452.741935483871,11233,2378,1692,0.06038974944678421,147,0.005246627168248983,2,195,0.007031194232279249,12,0.0004282960953672639,0,160.96531791907515,1295,42,0,0,0,0.0,7829,4276,2063,938,1125,1781,0.5461744794992975,2.072709646146389,1344,292,1
Terry-Thomas,241503,51880,9776,287,12807,1148,14.3,11.49,56.39,11.2,11.64,51.39,13.2,6,12,55,8371.333333333334,944.4,43520,30,2220,0.04279105628373169,62,0.001195065535851966,2,407,0.007883577486507325,12,0.0002313030069390902,0,179.78048780487805,905,7,9,10,73,0.25435540069686413,7691,1696,511,333,178,437,0.2205174879729554,3.318982387475538,117,171,1
Governor of Kentucky,253074,35736,6216,173,9526,1129,16.2,13.7,38.66,13.8,12.43,58.29,15.8,9,6,51,3666.777777777778,701.5686274509804,13927,2042,3109,0.08699910454443698,147,0.0041134989926124915,8,198,0.005764495186926349,4,0.00011193194537721066,1,205.58381502890174,758,28,0,0,3,0.017341040462427744,7672,482,238,159,79,210,0.06282586027111575,2.0252100840336134,46,30,1
Passenger pigeon,23924,82468,15458,465,20306,1683,13.3,10.91,57.4,10.8,11.01,49.45,12.5,7,13,88,11489.285714285714,938.1818181818181,32144,22,2615,0.03170926904981326,333,0.004037929863704709,5,419,0.005141388174807198,35,0.00042440704273172627,0,176.352688172043,902,5,1,3,6,0.012903225806451613,8326,2966,1165,677,488,1011,0.3562334854672111,2.545922746781116,469,344,1
Benedetto Pistrucci,266376,22807,4355,139,5503,392,13.3,10.62,64.95,9.9,11.71,49.95,11.7,11,0,29,1940.4545454545455,788.0,6193,72,1707,0.07484544218880168,0,0.0,0,92,0.004033849256807121,6,0.00026307712544394263,0,162.77697841726618,444,19,0,0,19,0.1366906474820144,7655,402,127,99,28,115,0.052514696276943176,3.1653543307086616,17,21,1
Hassium,13764,38402,6847,185,10072,1195,16.8,13.18,36.93,14.5,13.26,59.52,16.1,10,7,49,3641.7,784.7755102040817,12517,45,2364,0.06155929378678194,155,0.004036248112077496,0,275,0.007161085360137493,5,0.00013020155200249987,1,206.6,702,31,0,0,2,0.010810810810810811,8321,2184,450,298,152,372,0.26246845331090013,4.8533333333333335,155,428,1
Groundhog Day (film),142327,67507,12739,479,17016,1420,12.0,10.97,60.24,9.7,10.32,46.68,12.0,12,16,99,5433.5,682.8282828282828,23562,821,2957,0.04380286488808568,463,0.006858548002429378,0,309,0.0045773030944939045,12,0.00017775934347549142,1,139.95198329853864,616,12,6,0,63,0.1315240083507307,7911,3812,1875,994,881,1637,0.4818607002907344,2.0330666666666666,530,253,1
James Madison,15950,75837,13199,423,19670,2136,16.0,13.99,39.67,13.4,12.1,59.25,14.8,16,24,74,4583.625,1026.5405405405406,14285,1954,3593,0.047377928979258147,11,0.00014504793174835502,3,399,0.005300842596621702,16,0.00021097880981578912,1,178.2647754137116,579,13,2,1,42,0.09929078014184398,8352,10598,3567,1707,1860,2963,1.2689176245210727,2.9711241940005606,1999,1365,1
Basiliscus,144810,25711,4712,141,6488,615,15.1,12.36,47.22,12.6,12.51,56.32,13.8,4,8,24,5682.0,1072.4166666666667,12640,178,3171,0.1233324258099646,0,0.0,0,243,0.009451207654311384,2,7.778771731943526e-05,1,181.354609929078,507,14,0,0,12,0.0851063829787234,7903,728,350,262,88,299,0.09211691762621789,2.08,82,85,1
Apollo 9,1774,28784,5542,157,7160,462,13.4,10.39,56.08,11.3,11.49,48.36,11.6,11,8,40,2502.909090909091,721.15,12042,791,1766,0.061353529738743744,60,0.002084491384102279,8,197,0.00712201222901612,15,0.0005211228460255698,1,182.35031847133757,509,32,0,0,1,0.006369426751592357,8340,1377,525,356,169,456,0.16510791366906474,2.6228571428571428,155,124,1
George IV,40225,31232,5867,176,7676,673,14.2,11.67,56.89,11.0,12.15,52.41,12.9,15,7,57,1983.6666666666667,549.1754385964912,5022,16,1917,0.06137935450819672,56,0.001793032786885246,5,267,0.008709016393442622,15,0.0004802766393442623,1,176.47727272727272,1424,3,3,3,29,0.16477272727272727,8158,2682,1155,716,439,998,0.32875704829615104,2.322077922077922,299,308,1
El Greco,140639,36627,6743,177,9256,857,15.5,12.13,46.2,13.0,13.46,55.85,14.0,14,11,55,2523.285714285714,668.2727272727273,9094,226,1880,0.051328255112348814,179,0.00488710514101619,18,251,0.007344308843203102,10,0.0002730226335763235,1,205.090395480226,636,43,0,0,20,0.11299435028248588,7914,3710,1585,773,812,1356,0.4687894869850897,2.3406940063091484,838,272,1
Croatian Spring,293678,43052,7279,228,11284,1398,16.7,14.57,38.96,13.7,12.71,61.92,15.9,8,15,51,5094.875,845.5490196078431,23758,5157,3001,0.06970640156090309,0,0.0,0,339,0.007874198643500883,11,0.000255504970733067,1,187.83333333333334,707,21,0,2,3,0.013157894736842105,7626,898,203,159,44,173,0.11775504851822712,4.4236453201970445,71,105,1
Reginald Heber,232707,25874,4922,146,6472,511,14.1,11.03,55.68,11.4,12.37,52.37,12.7,9,11,33,2790.222222222222,785.7575757575758,7890,12,1121,0.0433253459070882,123,0.004753806910411997,1,185,0.0071886836206230195,9,0.0003478395300301461,1,176.2123287671233,499,18,0,2,27,0.18493150684931506,7706,479,223,173,50,198,0.062159356345704644,2.1479820627802693,22,44,1
"From Russia, with Love (novel)",78016,23908,4560,128,6038,503,13.7,10.8,56.08,11.3,12.4,50.77,12.9,9,7,39,2514.1111111111113,614.2307692307693,5449,30,1603,0.06704868663208968,23,0.0009620210808097707,0,140,0.0058557804918855615,2,8.365400702693659e-05,1,185.8125,464,3,2,1,18,0.140625,7972,1186,445,292,153,374,0.14877069744104365,2.6651685393258426,89,152,1
William the Conqueror,33917,62904,11688,399,15330,1100,13.3,11.2,57.71,10.7,10.65,51.98,11.8,14,19,77,4312.071428571428,818.4415584415584,11470,1229,3485,0.055401882233244305,253,0.004022001780490907,1,398,0.006342998855398703,20,0.00031794480478188986,1,156.65664160401002,537,26,0,0,37,0.09273182957393483,8253,7694,2945,1396,1549,2458,0.932267054404459,2.612563667232598,1601,1135,1
Pedro II of Brazil,81473,48763,8900,327,12594,1252,13.6,11.84,49.96,11.6,11.87,52.15,13.5,14,23,96,3342.6428571428573,509.1666666666667,11273,86,2932,0.06012755572872875,74,0.0015175440395381744,8,313,0.006582859955293973,25,0.0005126837971412752,1,148.1559633027523,2028,14,2,3,71,0.21712538226299694,7965,3267,788,486,302,661,0.4101694915254237,4.145939086294416,341,589,1
Donkey Kong Country,153399,43046,7847,266,10715,950,13.8,12.36,50.57,11.3,10.85,51.26,12.7,9,16,57,4498.444444444444,756.4561403508771,13798,3001,3012,0.06997165822608373,306,0.0071086744412953585,0,480,0.0111508618686986,6,0.00013938577335873253,1,160.83082706766916,438,6,0,15,6,0.022556390977443608,7879,3461,1159,582,577,963,0.4392689427592334,2.986194995685936,380,217,1
Comet Hale–Bopp,7227,17211,3098,78,4326,397,13.6,11.37,57.71,10.7,11.94,50.05,13.1,11,6,38,1531.090909090909,454.2105263157895,5673,1182,728,0.042298530009877405,97,0.005635930509557841,2,140,0.00825053744698158,5,0.00029051188193597116,1,219.64102564102564,654,70,0,0,6,0.07692307692307693,8251,1580,826,491,335,729,0.19149194037086414,1.9128329297820823,314,214,1
Jefferson Davis,16134,58590,10652,443,14996,1580,12.4,11.95,53.31,10.3,9.89,49.21,13.0,24,25,93,2390.625,631.5268817204301,8044,1311,2332,0.03980201399556238,0,0.0,11,436,0.007629288274449565,25,0.00042669397508107184,1,131.2415349887133,538,2,0,0,86,0.19413092550790068,8306,8667,3360,1567,1794,2827,1.0434625571875753,2.5794642857142858,1877,756,1
Stereolab,113619,26626,5047,163,6438,547,14.5,12.42,58.62,10.3,11.06,50.91,12.6,8,8,80,3192.625,333.425,11499,793,1498,0.05626079771651769,186,0.00698565312100954,0,290,0.01089160970479982,4,0.00015022909937654924,1,162.38036809815952,1034,8,1,6,6,0.03680981595092025,7921,1652,554,319,235,476,0.20855952531246055,2.9819494584837547,126,96,1
Tasha Yar,67072,12589,2460,78,3126,241,12.5,10.21,58.21,10.5,11.08,47.86,12.0,8,0,20,1399.75,630.35,4709,1604,1513,0.12018428787036302,58,0.004607196759075383,0,130,0.010326475494479308,0,0.0,1,160.42307692307693,602,13,0,0,20,0.2564102564102564,7999,707,376,238,138,338,0.08838604825603201,1.8803191489361701,108,128,1
Final Fantasy Tactics,52720,21566,3986,136,5503,471,12.7,11.26,59.23,10.1,11.24,50.07,12.4,9,5,33,2231.222222222222,654.7575757575758,5647,1847,1720,0.07975517017527589,135,0.006259853473059445,1,141,0.006584438467958824,3,0.00013910785495687656,1,157.5808823529412,407,30,0,0,5,0.03676470588235294,8073,1733,723,379,344,607,0.21466617118791032,2.396957123098202,150,339,1
Black-throated loon,183566,17040,3296,123,4072,290,10.5,9.57,70.23,7.9,8.96,40.5,10.8,8,7,26,1760.125,657.0384615384615,6060,343,3236,0.18990610328638496,79,0.004636150234741784,1,79,0.004694835680751174,6,0.00035211267605633805,0,137.54471544715446,422,21,0,0,0,0.0,7803,427,180,155,25,151,0.054722542611815965,2.3722222222222222,27,14,1
Oort cloud,22385,20465,3664,93,5187,450,14.7,11.73,55.37,11.5,12.59,50.89,13.4,11,0,35,1635.909090909091,585.5142857142857,3645,1302,2707,0.13227461519667724,102,0.004984119227950159,1,178,0.008746640605912534,2,9.772782799902272e-05,0,219.06451612903226,644,48,0,0,2,0.021505376344086023,8289,2570,1062,627,435,904,0.3100494631439257,2.4199623352165727,422,630,1
Georgette Heyer,80880,28566,5390,209,7284,630,12.8,11.37,59.33,10.0,11.13,49.33,12.6,12,3,40,2186.0,715.0,4843,1502,2555,0.08944199397885598,150,0.005250997689561016,0,137,0.004795911223132395,4,0.00014002660505496044,1,135.71291866028707,589,1,1,1,38,0.18181818181818182,7966,675,312,228,84,273,0.08473512427818228,2.1634615384615383,29,75,1
USS New Jersey (BB-62),191015,58187,10645,312,14615,1276,13.6,11.38,57.1,10.9,10.92,50.48,12.9,14,7,75,4092.714285714286,776.7333333333333,12529,480,1611,0.02768659666248475,150,0.002577895406190386,4,391,0.006788457902968017,21,0.0003609053568666541,1,185.49679487179486,579,13,0,0,37,0.11858974358974358,7788,1323,663,429,235,562,0.16987673343605547,1.995475113122172,265,214,1
Donner Party,268988,60955,11837,427,14963,988,11.4,10.04,68.6,8.5,9.56,43.34,10.8,12,15,80,4969.666666666667,763.075,20077,2848,1935,0.0317447297186449,250,0.004101386268558773,3,173,0.002887375933065376,15,0.00024608317611352635,0,141.76112412177986,495,24,1,1,33,0.07728337236533958,8100,5394,2062,877,1185,1737,0.6659259259259259,2.615906886517944,1199,1009,1
Operation Bernhard,306522,22602,4052,112,5644,530,15.2,11.96,54.76,11.8,12.5,54.13,13.9,9,7,38,2276.0,595.7368421052631,7103,2215,2409,0.10658348818688612,1,4.424387222369702e-05,0,151,0.006680824705778249,9,0.00039819485001327314,0,200.79464285714286,739,49,0,0,11,0.09821428571428571,7609,647,308,202,106,271,0.08503088447890655,2.1006493506493507,34,42,1
Second Punic War,28563,39047,7010,243,9629,784,13.8,11.84,57.71,10.7,11.2,50.91,12.5,9,13,55,3946.3333333333335,711.2181818181818,17903,38,4121,0.10553947806489615,0,0.0,0,265,0.006786692959766435,11,0.0002817117832355879,1,159.69135802469137,539,42,0,0,6,0.024691358024691357,8289,3173,1214,665,550,1034,0.382796477259018,2.613673805601318,408,310,1
Ian Thorpe,147429,50858,9565,274,12584,895,12.2,10.33,58.72,10.3,10.16,46.33,11.5,14,18,69,3561.1428571428573,738.536231884058,19096,466,1992,0.03916787919304731,451,0.008867828070313421,2,397,0.00784537339258327,6,0.0001179755397380943,1,184.62043795620437,1356,23,0,0,55,0.20072992700729927,7895,2655,1130,678,453,956,0.3362887903736542,2.349557522123894,454,366,1
Japanese battleship Yamato,206932,36326,6707,204,9199,937,13.4,11.37,58.21,10.5,11.01,49.8,13.5,11,7,45,3102.909090909091,808.3111111111111,17299,1504,2568,0.07069316742828828,171,0.00470737213015471,1,198,0.005478169905852558,13,0.0003578703958597148,1,177.0735294117647,460,13,0,0,11,0.05392156862745098,7752,2139,875,540,335,726,0.27592879256965946,2.4445714285714284,208,418,1
Pyxis,23984,11733,2196,79,2954,258,8.9,9.56,65.52,7.6,8.04,39.09,10.9,6,3,19,1728.0,618.8947368421053,8157,922,1513,0.12895252706042784,74,0.0063069973578794855,2,162,0.013977669820165345,5,0.00042614847012699224,1,147.53164556962025,538,49,0,0,1,0.012658227848101266,8320,545,229,182,47,205,0.0655048076923077,2.3799126637554586,25,48,1
Court of Chancery,163555,52516,9852,218,13053,1143,18.1,11.33,47.25,14.7,14.99,58.53,14.8,9,14,56,5535.333333333333,939.0178571428571,23954,5019,3310,0.06302841038921471,134,0.0025516033208926804,0,205,0.0039035722446492498,4,7.616726331022927e-05,1,239.88990825688074,929,55,0,0,9,0.04128440366972477,7848,479,241,176,65,215,0.06103465851172273,1.987551867219917,34,66,1
Gioachino Rossini,12406,50834,9602,247,12707,1087,16.4,11.78,52.43,12.7,13.67,57.31,13.8,9,20,68,5426.888888888889,748.7058823529412,25403,739,2598,0.051107526458669394,8,0.00015737498524609513,0,384,0.007553999291812567,18,0.000354093716803714,0,204.84615384615384,719,12,2,2,36,0.145748987854251,8365,2645,1067,578,489,893,0.3161984459055589,2.478912839737582,503,250,1
Interstate 90,89866,37696,6875,175,9061,659,15.1,11.38,54.46,11.9,11.39,54.4,12.4,8,17,75,4538.0,505.26666666666665,21697,594,2128,0.056451612903225805,203,0.005385186757215619,6,779,0.02082449066213922,16,0.00042444821731748726,1,214.41142857142856,4192,59,0,0,1,0.005714285714285714,7948,2259,939,496,443,774,0.2842224458983392,2.405750798722045,302,234,1
Logarithm,17860,75741,11157,298,12795,1297,12.8,9.98,51.58,10.9,10.19,47.38,13.6,16,28,129,4798.875,610.7674418604652,13687,1237,3171,0.04186636035964669,109,0.0014391148783353797,1,455,0.006020517289182873,17,0.00022444910946515097,0,251.34563758389262,3309,21,0,6,0,0.0,8343,5308,2077,1029,1048,1799,0.6362219825002996,2.5556090515166106,989,1228,1
Messier 87,214077,26438,4823,154,6764,660,12.1,11.55,52.8,10.5,10.3,47.44,12.8,9,6,39,2734.6666666666665,679.4358974358975,13019,730,2162,0.08177623118238898,175,0.006619260155836296,0,197,0.0074513957182842875,7,0.0002647704062334518,1,170.6818181818182,550,49,0,0,0,0.0,7738,1393,529,391,138,441,0.18002067717756526,2.6332703213610587,137,215,1
USS Lexington (CV-2),199895,44631,8302,272,11156,961,12.3,10.68,59.13,10.1,9.95,48.42,12.4,13,12,46,3235.923076923077,971.6304347826087,11757,35,3066,0.06869664582913222,103,0.00230781295512088,0,305,0.006833815061280276,14,0.00031368331428827497,1,163.09191176470588,501,2,0,1,12,0.04411764705882353,7768,969,430,299,131,362,0.12474253347064881,2.2534883720930234,123,106,1
USS Saratoga (CV-3),203279,55086,10145,334,13801,1191,12.2,10.91,59.84,9.8,9.6,49.01,12.2,13,15,68,4083.153846153846,811.1470588235294,15760,178,2558,0.046436481138583306,156,0.0028319355190066444,2,350,0.006390008350579094,15,0.00027230149221217734,1,163.92814371257484,501,43,0,0,31,0.09281437125748503,7760,896,366,266,100,309,0.1154639175257732,2.448087431693989,54,63,1
Romeo and Juliet,25821,6325,1213,44,1558,117,12.5,11.26,60.04,9.8,10.88,49.43,11.7,12,27,10,326.5833333333333,633.5,3901,18,2450,0.38735177865612647,4,0.0006324110671936759,0,92,0.014545454545454545,1,0.00015810276679841898,1,142.75,427,33,0,1,1,0.022727272727272728,8358,11242,4784,1914,2870,4119,1.3450586264656617,2.3499163879598663,2932,1399,1
Ian Carmichael,156243,27242,5089,143,6598,537,14.5,11.55,55.68,11.4,12.06,52.63,12.7,4,10,42,6447.25,649.6190476190476,23155,30,1836,0.06739593275089935,0,0.0,0,284,0.010425078922252404,5,0.00018354012187064093,1,189.51048951048952,502,23,0,1,35,0.24475524475524477,7871,505,245,185,60,205,0.06415957311650362,2.061224489795918,47,66,1
Oberon (moon),66781,13251,2428,86,3358,309,12.9,11.6,59.43,10.0,11.25,49.86,12.9,10,0,18,1213.8,737.5,3560,635,1299,0.09803033733303147,99,0.007471134254018565,0,147,0.011093502377179081,2,0.00015093200513168818,1,153.09302325581396,505,42,0,0,1,0.011627906976744186,8000,844,323,250,73,272,0.1055,2.613003095975232,39,59,1
Ernest Hemingway,9428,53665,10347,373,13419,1164,12.7,10.79,58.82,10.2,10.77,48.18,12.5,16,2,69,3238.25,778.6811594202899,7122,380,2199,0.04097642783937389,282,0.005254821578309885,1,334,0.0062424298891269915,20,0.0003726823814404174,1,142.89812332439678,406,11,4,0,66,0.1769436997319035,8447,9913,3740,1896,1844,3130,1.1735527406179709,2.6505347593582886,1518,1731,1
Abd al-Malik ibn Marwan,101883,49757,8867,251,12641,1377,16.7,12.89,45.39,13.3,13.42,59.01,15.3,11,12,48,4254.0,1038.0,16613,2382,3621,0.07277368008521413,0,0.0,2,407,0.008219948951906265,10,0.0002009767469903732,1,197.23904382470118,911,9,0,1,31,0.12350597609561753,7931,1219,372,260,112,320,0.15370066826377507,3.2768817204301075,80,73,1
Apollo 5,231435,10930,2074,59,2698,197,12.9,10.51,57.2,10.8,11.46,47.12,11.9,9,0,18,1041.888888888889,608.3888888888889,2907,1039,1654,0.15132662397072277,16,0.001463860933211345,0,77,0.007044830741079597,3,0.0002744739249771272,1,184.27118644067798,417,51,0,0,0,0.0,7707,554,272,210,62,246,0.0718827040352926,2.036764705882353,51,44,1
Disintegration (The Cure album),195305,22193,4437,122,5393,416,16.0,11.73,54.15,12.0,12.97,51.74,13.0,15,3,33,1408.6,675.4848484848485,4768,14,1548,0.0697517235164241,77,0.0034695624746541704,3,180,0.008245843283918353,1,4.5059252917586624e-05,1,180.98360655737704,2659,24,0,0,5,0.040983606557377046,7778,1469,642,324,318,547,0.18886603239907432,2.2881619937694704,179,111,1
Back to the Future,42993,67561,12659,436,16945,1501,12.8,11.43,59.74,9.9,10.42,48.69,12.5,12,24,88,5455.833333333333,769.0227272727273,22249,1534,2934,0.04342742114533533,469,0.006941874750225722,0,448,0.006631044537529048,13,0.00019241870309794111,1,153.96330275229357,646,18,0,1,23,0.052752293577981654,8150,9055,3963,1750,2213,3427,1.111042944785276,2.2848851879888974,1602,597,1
Goldfinger (novel),168425,27793,5233,135,6927,526,14.4,11.49,55.88,11.4,12.16,52.68,12.6,10,7,43,2592.7,647.3488372093024,7718,1631,2171,0.0781131939697046,0,0.0,0,157,0.0056489044003885875,3,0.00010794084841506855,1,204.8962962962963,706,28,0,1,10,0.07407407407407407,7836,1225,508,310,198,445,0.15632976008167432,2.411417322834646,87,55,1
Reign in Blood,197415,19742,3999,125,4864,316,12.5,9.75,66.27,9.4,11.06,44.81,11.3,13,5,42,1436.923076923077,471.4047619047619,6020,14,1426,0.07223179009218925,98,0.004964036065241617,5,208,0.010789180427514942,3,0.00015196028771147807,1,157.024,526,8,6,5,9,0.072,7774,1766,812,425,387,709,0.22716748134808334,2.1748768472906406,208,106,1
Elephant,9279,53961,9916,434,13113,1041,11.5,11.54,62.78,8.7,9.3,45.58,11.2,14,24,71,3687.714285714286,761.6760563380282,9678,621,3119,0.05780100442912474,293,0.005429847482441022,3,438,0.008172569077667204,37,0.0006856803988065454,0,123.33410138248848,596,9,0,0,1,0.002304147465437788,8297,8426,2922,2185,737,2415,1.0155477883572375,2.883641341546886,1370,1705,1
North Cascades National Park,45013,48396,8745,248,11980,1069,15.1,11.96,54.97,11.7,12.25,53.44,13.5,9,16,64,5108.111111111111,757.578125,13894,3499,3042,0.06285643441606745,223,0.004607818828002314,1,305,0.006322836598065956,21,0.0004339201586908009,1,194.16129032258064,509,41,0,0,0,0.0,8136,1403,325,220,105,279,0.1724434611602753,4.316923076923077,89,49,1
"Mary, Queen of Scots",20603,44168,8325,274,10904,859,13.1,10.97,58.11,10.5,11.14,50.43,12.1,12,8,66,3474.4166666666665,670.2424242424242,15872,26,2978,0.06742437964136931,257,0.00581869226589386,4,420,0.009599710197428002,16,0.0003622532149972831,1,160.2007299270073,523,21,0,2,45,0.16423357664233576,8250,7714,3401,1456,1946,2898,0.935030303030303,2.2681564245810057,1725,1081,1
Candide,6629,50560,9246,297,12627,1158,14.3,12.53,50.06,11.5,11.67,55.44,13.0,13,16,99,3745.0,511.4141414141414,12240,2244,2429,0.048041930379746835,168,0.003322784810126582,1,346,0.006863132911392405,6,0.00011867088607594936,1,169.24915824915826,945,35,0,0,13,0.04377104377104377,8306,2231,961,562,399,834,0.26860101131712016,2.3215400624349636,201,326,1
Cockatoo,201258,38284,6724,210,9437,966,15.4,13.35,48.33,12.2,11.97,55.54,14.0,9,12,87,4065.222222222222,440.8735632183908,13252,707,2194,0.057308536203113575,220,0.005746525963849128,5,357,0.00945564726778811,17,0.0004440497335701599,0,181.3095238095238,2476,38,0,0,1,0.004761904761904762,7765,2382,822,473,349,712,0.30676110753380553,2.897810218978102,392,240,1
