,title,page_id,doc2vec,quality
39,Terry-Thomas,241503,"[-6.060537   -5.465338    4.531171   -1.7876463   1.0223677   1.6911061
  2.2020538   1.6620734  -1.4895506   4.604818    1.5218436   2.9171727
 -0.16326202 -1.0476619  -1.0677695  -0.7226541   0.5039834   1.8594518
 -0.7519397  -0.5701534   0.08397852 -3.644272    0.32241946  0.86868525
 -1.3269334   5.1049004  -2.157932   -0.27259886 -1.7834555   3.4208176
 -2.1838646   1.1233906   3.7291336   2.0319722   5.0194545   1.751654
  6.494692    1.554185   -0.8873644   1.0053744  -6.6009917   0.27249137
 -3.6774113  -1.667655    0.16524205  0.6432692   1.991513    2.2059383
  2.984314   -3.829068  ]",1
40,Governor of Kentucky,253074,"[-4.0774665  -2.7114959  -1.6373212   1.845628   -0.8802344  -0.95027816
  2.131545    1.4618251  -3.3226883   0.3578883  -2.6727557   4.7566423
 -2.8949976   0.6256163   2.7501042  -1.0120772  -4.006159    3.399698
 -0.9648322  -1.957965   -1.4527162  -2.6227713  -0.36265692  0.8859418
 -4.8658442   0.5536742   3.0190687  -5.79389     1.9292142  -0.07780161
  3.51294    -0.7252762  -7.018066   -0.28502584 -0.14829639  2.5078278
 -0.48366088 -0.41035816 -1.8290341  -3.8267567   4.648733    0.96665996
  0.96258014 -2.7570422  -0.3833466   4.802999    1.0857868   1.1905727
  2.1563609   1.162     ]",1
41,Passenger pigeon,23924,"[-2.9256907  -1.1287917  -6.6604595  -1.1979516   2.7246826  -1.2480279
  1.1151513   5.3125787  -3.7275064   5.086085   -0.46623608 -5.1115746
 -2.4469173  -1.9808321   0.68441814 -5.306626   -0.84457374  5.4293866
 -2.566901   -1.5423148  -0.34964216  0.42513964 -1.8502494   1.4481037
 -2.581365   -0.28061754  1.3585544  -1.3973428  -3.7120068  -2.416567
  1.9835693   0.3412421   1.2276753  -2.7678988   2.578847    0.85248446
  2.8785093   0.09981036 -3.6672847   2.5230458   3.095493    4.0419803
  0.94938856 -2.6960733   4.3556232   6.287836    4.0543194  -0.57300913
  0.5594406   2.3101928 ]",1
42,Benedetto Pistrucci,266376,"[-3.0609457  -2.68824    -3.1412814   4.8839393   4.370494    2.5553892
 -0.42806983  0.05535987 -0.6735029   0.7456616  -1.4727463   3.0250401
  2.4503305  -1.1158226   2.1279569   3.119408    1.5421542   3.6968842
 -1.7844036   2.2410161  -0.40703276 -0.7229271   1.6448197   0.28244114
 -3.4354606   5.2172422  -2.54785     0.35067466 -2.6753333   2.8130357
 -1.5980546   1.8679395   2.359338    0.4525453   0.15540808  0.19668353
  2.287563   -2.2515717   0.15454236  2.9828358  -0.87801194  7.365416
  1.7559862  -0.8278083  -4.3596654   3.2934725   2.674289    2.32478
  5.7839937   1.0767096 ]",1
43,Hassium,13764,"[-7.3701973   2.0850837   0.83923316  3.9674144  -0.91731197  1.3900125
  4.1024814   2.1994221   2.4051747   0.5452809   0.47114843 -1.785182
 -3.0769444  -4.0148845  -0.7266151   0.10270485  4.016763    4.806677
  1.9913881  -0.26992115 -0.47744438  0.3779278   1.1606851   1.5437331
 -0.5258925  -1.2346638  -5.0646143  -0.17488368 -3.586286   -0.65465844
  1.1502388  -0.7277016   1.8708138  -6.0814805  -3.4439197   7.081135
  0.49598998 -9.966445    3.1493556  -1.3755193   4.664758   -1.7186005
 -1.4550755  -1.7057601  -1.7282318  -1.2157495   4.7421775  -1.3933103
  1.9257716  -0.45935664]",1
44,Groundhog Day (film),142327,"[-5.614596   -3.3114984   2.287602   -3.548688   -6.541147   -2.395381
 -3.4754872  -0.6976518  -3.546683    3.6357162   3.0357213   0.65936667
 -0.5714661  -2.3529305   0.80760586 -4.548443    1.319954    0.6686949
  0.27627945 -2.4003537  -0.7568128  -5.2323384   2.9151824   7.5927052
 -6.774065   -1.4714485  -1.5685647   0.3763141  -1.7350004   1.836265
 -0.74593717  2.5852897  -0.2836564  -0.7820595  -3.1268437   2.9362721
 -1.0480574   1.0312886  -1.7423764   1.525647   -0.39200842  1.9922763
 -1.594384   -4.7435365  -1.1737388  -2.041008    2.7968318  -3.1039789
  4.154073   -1.1543899 ]",1
45,James Madison,15950,"[-4.486291   -3.8429723  -3.4362953  -0.44714344  0.46243787 -4.2366657
 -4.826746    0.95506173 -2.9893546  -0.34731644 -3.1945584   4.2399387
 -4.550514   -1.8361267   0.84486276 -1.4300958  -4.685528    5.2542787
 -0.6952378   1.3402586  -0.72129995 -1.8551896  -3.7966733  -0.46274695
 -4.637505    1.5823584  -0.06868652 -2.4913507   3.6260471  -3.0616941
  2.0882561  -1.8037308  -2.040674   -4.659586   -2.7563944   1.6705782
  4.030304    0.3102533  -2.6603591  -3.8521245   0.6244731   4.502391
  1.9341948  -2.6504467  -2.4390886   8.022719    3.7200525   0.2224566
 -0.28648478 -1.143594  ]",1
46,Basiliscus,144810,"[-1.4136114   0.81114006 -3.910765    6.338736   -2.2537034   0.66614354
 -1.8775569  -0.96951497 -0.4922239  -1.2247114  -1.6674238   0.92429596
  1.920352   -1.5585048   4.0759954   1.4696352  -1.3163385   1.1843703
  1.8985075   6.659464   -4.6753244   3.284551   -1.1298999  -2.5545495
 -2.4216952   2.0078247  -0.23547322 -2.5974011   4.0931187   2.6456542
  2.334701    4.5796223  -1.1529235  -0.8640433   0.16482095  8.475811
 -1.5486931  -3.941494   -1.3931866   0.58993894  1.0697472   4.034222
 -1.5453335  -4.9753532  -2.4566898   2.0699463   2.096656   -1.9886818
  3.469337    1.3687721 ]",1
47,Apollo 9,1774,"[-6.8658047  -2.0411043   0.24185432 -0.8676556  -0.04597456 -1.8090255
  5.3771925   1.9850892  -2.682832    2.845678   -3.159951    1.5173337
 -1.7405889  -2.3218873   2.0202444   6.228948   -0.9318081  -1.1588641
 -0.06537224 -1.2981508  -6.236665   -0.16031507 -3.7790852   1.4101919
 -3.943326    5.7664113  -0.5216078   1.6375147  -2.6378334  -1.3156469
 -4.0112047  -5.233029    0.7557641  -2.3744204  -3.0316362   2.106464
 -0.7929718   0.3110194  -1.7169635  -0.60496664  3.2788148   5.0626044
 -1.8069854  -3.874398    2.195904   -1.5790697   2.0614295  -0.9724465
 -4.3099637  -4.0522094 ]",1
48,George IV,40225,"[-2.5975962  -3.0038712  -1.4690102   0.22147255  1.5333906  -0.9210885
  1.6338179   0.15533487 -1.4662244  -0.255963   -2.2675464   4.6468196
 -0.8503309   3.9738584  -0.6006206  -0.60619634 -1.9434526   3.1546218
 -0.05719386  2.9677134  -3.2016077  -1.7318646  -1.424862   -2.917843
 -1.7221438   5.4242187  -0.37232566 -1.1863397  -2.0267906   4.096844
  1.4002206  -0.2501965   2.037084    2.568569   -0.8566885   2.820172
  2.7634902  -2.299955   -1.1518189  -0.3611204  -2.527942    1.9736845
 -0.79092556 -1.8318162  -2.55031     7.806892    1.0805169   0.20266646
  2.3776023  -1.6488968 ]",1
49,El Greco,140639,"[-3.2712471  -0.88668865 -5.3504972   2.8302853   1.0253036   4.576297
 -3.987189   -3.4701288   0.75828904  2.295039    0.92112815 -1.1873318
  1.4578713  -0.8809261  -3.6704361   2.5836139   1.1806047  -2.2444372
  0.68997145  5.0772285  -1.3093846   0.1270299  -0.35982996 -2.2507477
 -9.16649     0.20777038 -3.4727023   3.3830886  -3.412376   -0.6273283
  4.1339793   4.6184883  -2.316266   -0.6120701   1.3744608   0.8094702
  0.04488435 -3.8383744   0.39318806  3.4687476   2.9474454   4.485102
  1.051833   -5.734349   -2.8454995   1.1105996   4.7157183   3.428508
  0.7983325  -1.9850034 ]",1
50,Croatian Spring,293678,"[-8.8390827e+00  3.0969348e+00 -6.1455034e-03  6.8443818e+00
 -3.8757691e+00 -6.7001981e-01  8.8362724e-01 -3.1715260e+00
  2.4538565e+00  2.0568550e+00 -8.8606083e-01  5.2576642e+00
 -8.9756452e-02 -2.6657054e+00  5.3307933e-01 -6.4230430e-01
  2.4988790e-01  2.0558717e+00  1.1973902e+00  2.6695940e+00
 -3.6361718e+00  1.9377877e+00  2.5789661e+00 -1.4661467e+00
  5.4066172e+00 -5.9517217e+00 -3.9780908e+00 -2.4751129e+00
  1.7573808e-01  2.0785542e+00  4.0358863e+00  5.1039424e+00
 -1.0234190e+00  4.2472405e+00  2.0849748e+00  8.3339196e-01
 -1.5794607e+00 -6.2960644e+00 -1.7988615e+00 -6.2509894e+00
 -1.7893186e-01 -1.5310767e-01 -1.3328179e+00 -1.4923099e+00
 -1.6111537e+00  5.9929090e+00  2.7268046e-01  4.2685413e+00
 -3.3146825e+00  1.8599995e+00]",1
51,Reginald Heber,232707,"[ 0.51032466 -3.532006   -3.2202463   0.63955975  0.22405994  0.1878665
  0.54155034 -1.9079247  -0.8475593   1.7382512  -0.23610093  2.255893
 -2.5954177   1.754314    0.62546206 -2.6259024   0.49906468  2.410511
 -0.42018157  4.253989   -5.040343    5.7979126  -0.16958928  1.8272047
 -1.85209     3.4156234  -0.47412434 -0.02382305 -2.1687057   0.45972773
  1.0069541   0.8600477  -1.946271   -0.3448885   1.3527414   2.7453847
  5.3682985  -5.2975693  -2.586345   -1.3642673  -3.053944    2.671456
 -2.7802691  -0.26142573 -1.7701656   0.39819172 -2.1762867   1.1010227
  0.09211353  0.85199875]",1
52,"From Russia, with Love (novel)",78016,"[-5.5664754e+00 -3.3338709e+00  2.7552543e+00  5.5559124e-03
  1.3565567e+00  1.3062830e+00 -1.6891723e+00  9.6891570e-01
  1.8778321e+00  1.3027672e+00 -6.1045098e-01  4.6397538e+00
 -7.7728230e-01 -3.1927907e+00 -6.4583623e-01 -1.4307381e+00
 -6.8152033e-02  3.3334336e-01  2.6643510e+00 -4.5277157e+00
  1.1635606e-01  4.5359898e+00 -2.0204213e-01  2.1787746e+00
  1.0375088e+00 -1.1604908e+00 -3.0108089e+00 -2.0226223e+00
 -5.4016072e-01  1.9010165e+00  1.7672359e+00  1.4023072e+00
  5.0437918e+00  2.9201858e+00  4.9154770e-01  4.4083738e+00
  2.3389320e+00  1.1166970e+00 -2.6647374e-01  2.6175766e-03
 -4.1902375e+00  3.2297881e+00  1.3036546e+00 -1.0735317e+00
 -1.0835260e+00  1.9502213e+00  3.2651784e+00 -3.9181283e+00
  2.5037754e+00 -1.1864892e+00]",1
53,William the Conqueror,33917,"[ 1.4798282  -2.8268006  -3.8511698   1.4035974  -0.09538687 -2.504916
  0.27634415  3.976194    0.30488762  1.8194655   2.36727     1.6881872
  1.2011468  -0.1105625   2.6646457   0.07217028 -4.2884803   0.9854757
 -6.0199323   3.5040457  -7.52766    -0.02119832 -0.3745203  -1.0349507
 -2.9366183   7.8848267   1.5197701  -0.15780574  4.696933    4.670964
 -1.1272118   5.0972986  -0.84510666 -4.3910227   0.7586821   6.08037
  2.4795918  -5.576309    4.102901   -0.8011263  -3.1742296   6.371568
  1.1719797  -6.8616595  -1.5371678  10.341408    1.2019414   2.0745568
  1.7085446  -5.6205974 ]",1
54,Pedro II of Brazil,81473,"[-2.9479365  -0.3719361  -2.5212862   4.963785    0.20087282  2.6267045
 -3.0536659   0.60916275 -3.2315726   1.4445571  -1.363027    5.1039505
 -0.543801   -1.3802143  -3.967446    0.55124193  2.3470783   1.0434792
  1.3031211   4.3534794   2.6285481  -1.5764257  -5.141022   -4.869617
 -4.28936     0.9872619  -0.59499764 -3.996138   -2.4724152   1.5958488
  1.0002819   1.204708    0.19220075  2.380764   -0.2098557   0.05233057
  2.8485165  -3.0383987  -1.3047445  -2.9486022   1.3723      3.9115536
 -1.1483378  -4.477471   -1.8318156   4.4550114   0.5024724   2.1076705
 -0.9287381  -0.30871144]",1
55,Donkey Kong Country,153399,"[-1.6880821  -2.796295    0.9617903   1.8687217  -2.4833212   2.9037607
  0.58642185  4.1508594  -0.21469685  2.8275368   3.9596074   1.726302
  2.9892333  -6.1885834   1.7586256  -0.02827361 -0.763821   -2.2355175
 -5.1548896   0.31109998 -3.6047947  -4.0253954   2.877534    2.9915495
  0.24080539  3.0854976  -2.131233    0.11915068 -1.8411826  -3.6670132
 -0.47668475 -0.25994638 -0.4273557   4.9101973  -7.9518948   1.3772821
 -1.8333671   2.3306003  -1.8769375  -0.69363916  1.4746956   2.309988
  2.2905216  -4.549521   -2.4904683   1.1973271   0.5206268   0.7442485
  0.53994375 -6.680695  ]",1
56,Comet Hale–Bopp,7227,"[-3.8855183   1.5526611  -1.8218086  -0.05459764 -2.138947   -1.1176242
  2.7525163   2.590624    1.8219798   1.027175    1.4294856   1.0073141
 -1.6602257  -0.08225314  2.4242616  -0.04856841  2.912281    2.125646
  1.7155658   3.449152   -2.5564733   0.47083798 -1.7093599   1.897441
 -0.6378829  -0.5036139  -1.5100437   0.4675162  -5.0730376  -0.9555099
 -2.6895478  -0.38677502  0.85582215 -3.2042136   0.5433832   2.644995
  1.0397323  -3.8967443  -2.0534167   3.8853571   2.9808378  -0.5982889
 -2.8965442  -2.3185673   0.23495238  1.1090146   1.8104559  -2.5295722
  0.1885924  -1.6240768 ]",1
57,Jefferson Davis,16134,"[-5.504918   -3.8554966  -0.8905694  -0.40957597 -1.282158   -2.0524485
 -4.166175   -1.6825092  -6.5556636   0.94442445 -2.5600634   3.4475713
 -2.061182    0.28788292  3.0776482  -3.0898278  -6.8522916   4.7781634
 -2.9572031  -0.49039906 -0.3395168  -3.9006329  -4.2655735   0.7503801
 -1.8037721   1.0883602  -1.4414331  -1.304751    4.760897   -0.3116697
  2.4425187   0.271486   -1.1810987  -5.907208    0.40008512  4.374677
  2.0559142  -1.1533388  -3.3814657  -5.0656004   1.8593439   4.8049026
 -0.2992954  -1.3324076  -2.0549607   3.1518922   3.3060505   1.360884
 -2.872345    0.44100928]",1
58,Stereolab,113619,"[-2.3566678  -1.5803903  -1.4126015  -6.042051   -5.595011    1.0347357
  2.5359745   0.5560345   1.3018305   1.9633942   3.073295    2.9721804
 -2.705342   -5.434999   -1.9313562   1.2152106   1.2209641   1.456811
  1.0871766   3.6842313  -0.99475455 -2.1640236   0.73335165  1.6292176
  0.2215944   2.56862    -3.6677299   3.1984243  -0.7142167  -3.1078966
  2.7082312  -1.6801201  -1.1491216   3.021841   -0.10195582 -0.45391095
  1.2485365  -4.78523     1.4608811   0.01565931 -1.922028   -3.389215
  0.00886165 -3.2622237  -2.5288513  -1.138394    3.07817     3.2547617
 -1.4593021  -3.5874434 ]",1
59,Tasha Yar,67072,"[-4.9183474   0.00909043  0.57219255 -0.85922974 -4.508551   -0.15020035
  0.03515691  5.369076    0.7924268   1.1741948  -0.09039798  0.9904442
 -0.62845415  0.44053033  0.46633536  0.67012554  2.152436   -2.5780113
  0.16997986 -1.3548108   1.0701778   0.98435724 -0.3629996   1.1484283
 -2.146254    1.4229255  -3.8734787  -3.7813644   0.12831362  0.9135026
 -2.0346813   0.41377822 -1.2862889   1.775895   -1.6335908   0.5629461
 -0.62958026 -0.75660145 -0.09166742  1.2120793  -0.25365052  2.781892
 -3.3091388  -4.2469163   0.8774587  -1.743321    1.5944867  -3.429087
  0.92470837 -1.7472153 ]",1
60,Final Fantasy Tactics,52720,"[-3.6491349  -1.5079283   1.8024158   2.871014   -2.7016802  -0.00899743
 -1.8704325   3.7002869  -0.63765717 -1.7494038   4.6699257   0.31057817
  2.792966   -3.083682    2.0740771   0.21191235 -0.10340257 -3.7016125
 -4.16813    -0.777859   -2.5723648   0.06825612 -0.829636    0.36381206
 -0.06997388  1.1388209  -5.6908755  -4.03572     3.5462446  -1.3919553
 -2.1469347   2.9106781  -1.0636958   3.791555   -4.651656    2.535893
 -1.951672   -0.30195335  2.6784182  -1.3226238  -0.6527019   4.889369
  1.4440168  -3.1292999  -3.3868084   2.0775769  -2.2828164  -0.948579
  0.87621963 -4.6067004 ]",1
61,Black-throated loon,183566,"[-1.273481   -0.91318434 -2.7826085  -1.3995694   3.4035945  -0.09249914
  4.0966516   2.3169992  -1.2629876   1.12807    -0.5421478  -0.48117384
  0.09190308 -4.6985116   2.339236   -3.5668292   1.1858592   3.9241655
  0.47203532 -2.5868716  -1.3976773   0.01263548 -1.6667421  -1.0594838
 -0.03467552  0.34036896 -1.4276277  -0.78983307 -3.8985448  -1.4695679
  3.5430903   0.78152835 -1.6860614  -2.0051832  -2.1267588   2.4154494
  0.560715   -1.0440538  -0.8201199  -0.60291886 -2.2649186   0.39029658
 -0.25269073 -1.4029329   5.0374527   3.808493    4.2909384  -2.2026687
 -0.5452095   0.3189661 ]",1
62,Oort cloud,22385,"[-3.2815518   0.44531065 -3.3042595   1.7083834  -2.9477832  -3.4800391
  0.4093613   2.4791746   1.9595137   0.01492242  2.470779   -0.1608503
 -1.1156659  -2.5551178   4.6953697   0.9326376   4.5317497  -1.6004345
  1.9958578   3.1603017  -4.029735    2.0190468  -3.265639    2.5295002
 -0.45294183 -0.19411635 -1.9918282  -3.1524987  -4.4841723  -2.275361
 -1.5617318  -1.3239994   0.66746587 -5.227349   -1.4159675   3.6689324
 -0.32868114 -5.16337    -0.45259732  2.830875    2.5781171   0.28699088
 -2.2252505  -3.1710198  -0.14561042  0.4231061   1.5222638  -1.3666018
  0.7549643  -2.824604  ]",1
63,Georgette Heyer,80880,"[-4.4488964  -7.9363265  -0.2708456   2.5590255  -0.01850776  1.6610284
 -1.3143346   0.48511195 -0.11721283  1.1335855  -0.39572656 -0.08237137
  0.18799919  0.97390145  0.72185993 -2.880298   -1.2739563  -0.74791694
 -3.572195    0.57360125  0.6690452   0.09932368  0.12866393  1.3819664
 -0.20018889 -0.44347283 -2.2954755  -3.669586   -1.8071057   3.526992
  2.6039307   1.5178412   3.2125      1.7484678   1.7677363   2.186224
  3.5144577   1.1728088  -2.6901891   2.0346367  -5.4079866   0.54060215
  2.1798558  -3.5651498  -4.014821    3.9190862   1.624804   -1.6097674
  2.907133   -2.9296556 ]",1
64,USS New Jersey (BB-62),191015,"[-3.0018127   1.1768183   1.9146142  -1.1425971   0.6118649  -0.39618307
  3.792471    1.6741524  -3.7796073   2.0219128  -0.5224542   3.8230588
 -3.1503615  -5.0659122  -0.28316757  2.0564303   1.95947     0.99427027
  3.8819706  -0.8771767  -1.1903827   0.01691641 -0.83508575  2.691561
  1.8148258   4.695743   -2.990811   -6.1792183   6.1383204  -4.3901234
 -0.4646624   2.2844687   0.829857   -3.6781933  -3.7761142   0.5935843
 -2.624083   -1.66527    -3.3827484  -0.85279346  3.2061708   7.1997256
 -1.2621453  -5.5198255   3.0849197   1.1280924   0.28197184  4.894697
 -3.124114    2.4719114 ]",1
65,Donner Party,268988,"[-3.3268301  -5.5548525  -4.289037   -2.6981206   1.1729708   0.46697825
 -1.2173104   1.7063903  -6.9654675   6.61215    -1.2633924  -1.8970578
 -6.6050243  -1.5925642   6.483793   -6.1037455  -4.1439867  -2.7441454
  1.5706707  -5.6123323  -3.0034583   2.3488777  -2.0497751   3.4527974
 -1.7245355  -0.40607357  1.5086063  -0.61767894  1.9399232   0.10041529
  1.072255    0.12980445 -0.49570644 -3.1033387  -2.1345382   2.7900152
  4.7842383  -2.53143    -3.7678888  -2.3005705   2.5557761   2.9534698
 -3.4741004  -3.9164448  -4.3469257   4.1430655   5.4902964  -1.0299221
 -3.81003     5.4903517 ]",1
66,Operation Bernhard,306522,"[-7.53763    -1.8479338   1.6334273   3.0725443   3.1451018   1.3608106
 -0.04726426  0.5148717   0.18644029  0.8055908  -0.08952494  2.756701
 -0.21357061 -1.5082343  -0.7719263   0.5160241  -0.7781999   0.5169999
 -0.76471436 -1.2179164   0.14059938  1.8901955   2.7788496   2.0325046
  3.7122326   1.2508849  -4.3251967  -0.4245201   1.6043346   1.1296482
 -0.08329624  4.66715     5.4080815  -1.4255464   4.331822    4.5879946
  0.8676458  -2.4856174  -1.1249982   1.617011   -1.1707269   2.4141657
  4.159511   -0.21616559 -3.513748    0.16745657  1.8682721   3.0194445
  0.69542706 -0.08503515]",1
67,Second Punic War,28563,"[-0.20053215 -1.5788443  -1.3184208   6.4563966   3.025954   -2.165905
 -1.1461275   0.27353275 -2.1619115   1.0975468  -0.9379158   2.3058114
  1.2947161  -6.1311893   3.9198725  -1.5024036   1.6160705   2.1571033
 -2.8125494   0.00863517 -3.8400433   1.8057846  -3.9694238  -5.0885715
 -1.8032593  -1.6203212  -1.8618994  -5.5031104   3.952692    2.896352
 -0.6877446   7.618991   -2.5964625  -4.356199   -0.60065997  6.47335
  1.8183066  -2.5776536  -0.23338859  2.957228    0.45544073  7.404519
 -1.8888028  -3.3335886   2.2309976   4.4662266   1.9439313   4.370009
  3.800909    1.9528149 ]",1
68,Ian Thorpe,147429,"[ 0.12551561 -2.7610743  -0.36195573  0.21466306  0.6832678   1.7824575
  7.1318283   5.236356   -2.6249776   9.77331    -2.1240022   4.787641
 -2.8833506  -3.6960442   1.4678885  -2.2977748   4.5119944   2.48976
 -5.0483575   1.3934016  -8.433557   -1.3466816   0.9342589  -0.18928878
  1.9106756  -3.4040356  -1.5509539   2.121233   -1.3248384   1.6166896
 -3.8279912  -5.1819077  -2.2489927   6.134576   -2.09494    -2.8625534
 -0.14307168  0.8382308  -2.634488   -1.7315524  -3.4874864   4.55868
 -3.3909814   2.2183871  -2.5445092   2.6007423   3.0043416  -0.35775232
  0.28476587  0.90830505]",1
69,Japanese battleship Yamato,206932,"[-3.32826352e+00 -1.15199518e+00  2.54568624e+00  4.03514564e-01
  1.54596150e+00  1.10500097e+00  3.04074550e+00  2.66950631e+00
 -2.98530281e-01  1.18857555e-01 -3.05167347e-01  9.35686409e-01
 -1.70922041e+00 -5.29566574e+00 -2.88573241e+00 -2.46007562e-01
  2.38196707e+00 -2.53194094e-01  1.31061721e+00  1.87434864e+00
 -6.29038692e-01  1.96781445e+00 -1.10324025e+00 -2.09058344e-01
  8.19069073e-02  3.48933434e+00 -6.27582455e+00 -5.91651440e+00
  3.30051374e+00 -4.88732147e+00 -7.19759166e-01  1.15965283e+00
  2.78008127e+00 -6.41534984e-01 -3.52491903e+00  5.44326425e-01
 -6.86965883e-01 -2.46817559e-01 -1.65241408e+00  1.66105556e+00
  1.65106952e+00  6.87677050e+00 -4.37027305e-01 -8.16087818e+00
  3.01212215e+00  1.32563484e+00  2.20168591e+00  9.49116111e-01
 -3.13380456e+00  1.90928672e-03]",1
