,title,page_id,doc2vec,quality
1155,Aaron Sorkin,206442,"[-6.8480258e+00 -5.4764929e+00  3.2311504e+00 -3.9329433e-01
 -3.7462173e+00  6.8298681e-03 -1.6453543e+00 -1.1519927e+00
 -2.4308026e+00  4.1792841e+00 -2.0625746e-02  2.7458293e+00
  1.5172811e+00 -2.2194271e+00  2.8370204e+00 -3.5641167e+00
  2.1141012e+00 -2.6682493e-01  9.2096424e-01 -5.7805842e-01
  7.0305574e-01 -4.0996609e+00 -7.2497284e-01  4.5281420e+00
 -8.7276542e-01  5.1142758e-01 -1.2570546e+00 -1.2534295e+00
  2.5705967e+00 -3.6133894e-01 -1.8698658e+00  2.6323354e-01
 -7.1398193e-01  7.2458380e-01  2.5917127e+00  7.5139439e-01
  7.4633467e-01  2.7762589e+00 -4.9485674e+00 -1.1287944e-01
 -2.4454947e+00  1.6417489e+00 -1.8884695e+00 -1.8018087e+00
  2.8957729e-03 -2.0126162e+00  3.5611126e+00 -2.7831656e-01
 -2.3110361e-01 -3.1945295e+00]",1
1156,Prostate cancer,88078,"[ 0.42661965 -4.288764    2.1010556  -0.10847463 -3.234753    1.3838515
  2.8474176   4.781066   -6.0197067   2.7200174  -1.9929988  -3.9541364
 -0.01716556 -2.0991218   1.5407511   0.56582606  2.8637888   1.8588543
 -2.3732624  -5.1301556  -4.2170134  -3.2288148  -2.197756   -0.2003458
 -3.1867292   0.49051264 -8.122211   -3.262576   -4.219085    1.6886649
  1.3229077   1.0631208   4.0925746  -2.3797      1.951754    5.0373683
 -5.215481   -4.736791    1.585235   -4.0005827   0.3151583  -1.4135797
 -2.1544812   1.1417738   0.23385419  0.37275922 -1.9622124   0.37127355
 -4.8635736  -0.22446607]",1
1157,Bald eagle,4401,"[ 1.1502413   1.3491597  -7.046108   -2.3493893   4.5727687   0.4607164
  3.2639606   3.127809   -4.746294    4.520712   -0.3677376   0.5308128
  0.19655964 -4.29553     2.234636   -3.1305816  -0.32111743  3.6189737
 -1.4894172  -2.7735243   1.1956251  -1.9461113  -0.9132071  -2.0871468
 -1.6822653   0.41031513  0.39437443 -1.3782853  -4.078411   -0.6989999
  4.898349    2.434282   -0.5679689  -5.2806745  -3.2929256   3.7724156
 -1.0894964   0.789244   -2.9440207  -0.81475425  2.6206458   3.7183044
 -2.3130312  -1.6515766   5.498372    6.948098    4.0953364  -2.2937715
 -0.21943323 -0.03619169]",1
1158,Happy Chandler,304107,"[-6.0577407  -2.994102   -2.666328   -0.5282235  -0.96143365 -1.8871398
  1.3421082  -1.6930261  -6.010281    1.808378   -3.613953    3.5725543
 -1.9780747  -1.6519333   6.2843685  -1.0717655  -3.0136402   2.7509184
 -2.7154455   1.9803606  -1.5289524  -5.6747646   0.01339001  0.78972316
  0.27017158 -2.8572326  -0.3674727  -5.362992    3.8276484   1.2292022
  0.41202098 -4.579554   -7.0631413  -1.4012482  -2.1500926   2.436774
  0.80094695  0.55562216 -4.1491303  -1.3139445   4.278322    1.5877432
 -1.1431671   3.517894   -1.6505102   4.732591    3.1148145   2.3570035
  2.8748977   0.66992986]",1
1159,Nuremberg trials,21875,"[-8.537949   -1.0124812   4.1238427   3.820039   -0.7558782   1.7863196
 -1.258057    1.1745552   0.43007508 -0.1914355  -3.4461808   4.320099
 -4.412549   -2.0566812  -2.4429283  -0.5227574  -1.94504    -1.8553207
  1.230097    2.025852    1.8231835   0.34135482  0.2796523  -0.9717415
  1.6541245  -0.63074976 -3.964777    0.76465416  0.31864917 -1.4213456
  1.3355953   5.7460337   0.63143975 -3.63085     2.2284741   5.4527254
 -3.5793128  -1.8247718  -3.3741713  -3.6819537  -1.4848341   5.338776
  1.9539305  -1.3538796  -5.166172    3.02067     2.3578928   3.8071322
 -0.6124059   1.0266982 ]",1
1160,New wave of British heavy metal,209218,"[-1.4182009  -0.40045035 -1.9491512  -3.4074664  -1.3982562   1.2439207
 -0.34626216  3.4050384   1.0733204   2.153239    1.823441    3.0147383
 -3.462605   -6.542295   -2.6084404  -0.395878    3.6106172   3.0772383
 -0.06191711  4.479883   -0.24999258 -0.7612349   3.2318468   1.955677
 -1.4522138   4.0517874  -4.2858024   4.1761374   2.118576   -2.051413
  0.69670194  2.0524905   1.1975586   6.4165006  -1.6616287   2.956755
  2.5773935  -3.5290425  -0.38567987 -1.3016621  -2.313798   -3.3620903
 -0.452188   -2.0666516  -0.8645054   3.1133885  -0.44056344  2.4855855
  2.4991732  -1.496963  ]",1
1161,Australian Defence Force,67538,"[-4.654114   -0.20521273 -0.29694203  2.4166777  -0.42437553  1.4053572
  6.5287905   5.5228143   1.7991816   2.8080401   2.2904484   5.34502
 -2.3945694  -4.262853    0.11124951 -2.2092826   3.7112145   1.5143652
 -2.1951654  -1.9683561  -3.5766335   2.5645397   0.6029467  -1.3936372
  3.9093645   5.260256   -3.3286202  -4.448003    2.2098246   3.6876867
  1.5308368   0.4157328   1.1988628  -4.273652   -1.048807    2.6163607
 -4.283128   -0.4004054  -3.9996588  -6.509701   -2.2121563   2.335975
 -0.2389561   1.8645874   6.7497535   3.9515607  -0.94577044  2.2983663
 -0.33193743 -0.7548965 ]",1
1162,Kate Winslet,52707,"[-2.498822   -7.246455    1.0140018   0.18050626 -2.924293    2.091558
 -2.08442     2.0254033  -3.6010072   4.115374    3.0836709   3.6493556
  2.6506975  -1.4194509  -2.9234576  -3.6563683   4.3222785  -1.8170681
  0.99788034 -2.3536787   1.2290738  -2.5126667   0.63932943 -0.12123287
 -2.4834363   2.911899   -2.8593447  -0.70717335 -0.51973253  3.9113965
 -0.12006229  0.9843502   2.834243    0.69578546  2.231113    1.0920218
 -0.72488016  2.4706528  -2.5767934   0.03113844 -5.950898    1.4608221
 -4.1784654  -3.450133   -2.7897575  -1.2014512   5.0595875  -3.574938
  2.5278127  -1.6246308 ]",1
1163,Halley's Comet,46083,"[-3.1429482   2.538823   -2.3059409   0.6155241  -2.7023904  -1.4220885
  3.1382637   0.6456018   0.67320967  1.0144631   0.38179344  2.3781233
 -1.2161119   0.20113054  2.5118697   1.2347913   2.9897063   0.9774012
  0.32893977  4.406817   -3.3670647   3.3497229  -3.3793974   1.6233972
 -0.5814453   0.7759341  -0.36834538  1.8729628  -4.743083   -1.4164194
 -1.3244776   1.5801514  -0.9924095  -3.518244   -0.19894034  2.8556957
  1.6044829  -3.429682   -0.42438257  6.4022307   2.3268561   2.4117236
 -2.0670195  -4.673972   -0.66111016  2.259336    0.51826525 -2.3879423
  1.2499238  -0.34370318]",1
1164,Paulinus of York,180869,"[ 8.54696512e-01 -6.13748968e-01 -2.48337364e+00  4.88478225e-03
 -9.83188212e-01 -4.28364336e-01  2.03356171e+00  1.68078816e+00
 -1.54549062e+00  1.61382651e+00  9.66960669e-01 -5.27899146e-01
  1.26086199e+00  3.71239632e-01 -7.63750002e-02 -3.01393168e-03
 -8.60724568e-01  1.80214810e+00 -2.18774751e-01  3.06415963e+00
 -3.84641910e+00  3.26052070e+00 -1.36857390e+00  1.47661471e+00
 -2.80630970e+00  2.51612759e+00 -4.27769601e-01 -6.80838302e-02
  1.06426370e+00  1.72729576e+00  1.17459500e+00  8.63862634e-01
 -2.07480597e+00 -1.99920416e+00 -1.26659167e+00  4.64269161e+00
  1.17280817e+00 -2.84313655e+00  1.03648506e-01  9.89863217e-01
 -1.45676717e-01  1.89394403e+00 -4.49330688e-01 -2.58567214e+00
 -1.76505625e+00  1.58415949e+00  6.53952220e-03 -1.04057699e-01
  1.06500781e+00 -1.50307715e+00]",1
1165,Martin Bucer,153642,"[-1.8285944  -0.618585   -4.5122104   2.221631   -1.8791814  -0.3800425
 -2.0239048  -2.7622573  -2.0116618  -2.0010495   0.18377526 -0.05240543
 -2.7564034   2.9992228  -3.2247188  -1.2467804   1.8632647   0.6331963
  1.4550653   6.2135725  -5.4185295   2.747549   -0.87539536 -0.97990805
 -0.633345    0.01334991 -4.8154125  -2.7914999  -0.04123274  2.5166364
  2.3057437   3.4187179  -2.166607    1.019548    1.3310536   6.783611
  2.9893634  -8.777455    1.2581112  -5.462286   -0.7061343   5.8126802
  2.9341762   0.866174   -8.381528    5.599202    2.457023    3.3181226
 -2.3694406  -1.8797098 ]",1
1166,Communication,5177,"[-2.867544   -2.638677   -4.9746666  -2.6626172  -6.546929   -4.71158
  4.5736775   1.2781644  -1.8088846   5.3979926   1.8913416   1.5102704
  2.3288553  -4.5617585  -0.39599392 -1.8746071  -1.7713438  -0.07316367
 -5.036034   -3.8172147  -1.7282135   5.3243995  -2.2818804   0.5956138
 -3.7095087  -1.1084509  -0.5095641  -4.4979343  -4.1851244  -5.643114
 -0.9795436   2.5692286   0.58196783  0.46862566  3.1108937   3.7945514
 -2.0539458  -0.85769475 -2.908117   -5.3892536   0.3778512  -2.0381677
  1.9752841  -0.9379863   2.9492636  -0.6909193   2.1110022   0.605349
 -0.6911118  -5.5535464 ]",1
1167,Spiro Agnew,39075,"[-7.1553574  -3.7906382   2.6916053  -0.29580346 -0.8981215  -4.61828
 -0.26285812 -0.32516626 -5.3762546   3.4604766  -2.0024624   4.729619
 -3.247596   -1.6638713   2.9637403  -0.07856216 -3.2334244   2.5418458
  1.9902248   2.64431    -0.73774076 -3.4372418  -1.8582343  -0.32336333
 -2.0624015  -0.61415005  1.0746342  -4.4834437   1.5044112   0.417307
 -1.5380336  -3.940072   -1.5363176  -1.5917643   0.65118665  2.9397235
  0.94906646 -1.1443018  -7.2879148  -0.6169732   2.8774903   1.771754
 -5.03796     0.8189957  -1.8615912   4.187388    0.18818212 -0.24207152
  0.02674701  1.9008583 ]",1
1168,Zhang Heng,34542,"[-2.8897805  -1.176503   -1.1359804   7.216663   -1.8277999   4.0000815
  4.2139096  -0.7702777   1.8791273  -1.5095177   0.29591376  5.2046924
 -0.7794296  -2.1006515   3.241446    2.3191757   4.111205   -1.9133885
 -5.3890953   3.8792179  -3.4575613   4.79055    -2.0076075  -2.9644623
 -5.088399   -0.09774394 -1.2864436  -2.4851527  -3.181855   -5.2518888
 -2.821459    3.330385   -5.164576    3.3751843  -0.9788973   2.0065637
 -2.2993083  -2.5950546  -3.0284343   6.2170167   2.5999303   2.8215985
  0.05389448 -1.2133213  -2.660804   -2.0584211   2.5648475   2.0510137
  1.4853941   3.9526675 ]",1
1169,USS Arizona,188086,"[-2.0462475  -0.5830904   1.1679548   0.20271145  2.5166082   3.269247
  1.4118465   4.56505    -3.5092916  -0.25401855 -3.8678691   2.7304134
 -3.7443633  -0.8153245  -0.58968014  1.8188237   1.7192281   1.0120324
  0.8823019   0.59415     0.6553348  -2.083047   -1.1518435   2.418594
 -0.1522793   3.3560858  -2.9578035  -6.0961947   0.73989576 -4.1806507
 -0.04505181 -0.09002502 -0.07805853 -2.4837363  -3.0576272   0.85988176
 -1.5149356  -1.8348678  -2.2836227   1.9649278   2.4111078   7.380743
 -0.02342166 -3.0120265   1.3698479   1.9795474   2.0293734   2.9649754
 -1.5854882   0.8149855 ]",1
1170,Pierre Monteux,163531,"[-4.7897468  -2.0170405   2.3159752   0.645767    0.18834308  1.7707273
 -0.05608966 -2.137676   -2.3894649   4.0424333  -0.58904743  3.5922031
 -0.47749647  0.10434718 -3.8056345   0.94147587  0.5116897   2.3078482
  1.3176464   1.9589188  -1.5287955  -3.8247814   1.2256496  -0.5210202
 -4.190524    3.3505502  -6.2026296   0.16551632 -5.5812693   0.61213195
 -2.6045012   2.9325054  -3.5409842  -0.14691529  2.543008    0.24598208
 10.21911    -4.8827276   4.746868   -3.603878   -2.3211296   3.3438003
 -0.30750006 -1.4991026  -0.19252624  3.2213893   4.8230515   5.620497
 -1.2657146  -4.2742176 ]",1
1171,Georg Forster,43667,"[-2.3783047  -1.1858033  -1.6824414   4.0913467   0.2881039   1.4987427
 -2.4658241   0.91078967  1.0204104   2.8077054  -0.74237096  2.0936916
 -1.6774207  -0.12377328 -4.8420653  -1.3481771   0.42436418  0.9636616
 -0.40830177  1.713315   -0.9987938   6.0598683  -2.3850048  -2.274495
 -0.4468046  -1.7970898  -2.771793   -1.5725559  -3.460999   -2.9961026
  1.6890872   0.4214305   0.9141693  -2.4286034  -0.17642592  0.9821284
  5.750329   -5.213968    0.30577567 -1.2567801  -3.9859397   4.729477
  1.6155539  -1.5313367  -2.2325263   1.4679376   1.4110965  -0.18060377
 -2.5159128  -1.6483513 ]",1
1172,Uncle Tom's Cabin,71989,"[-1.2289048  -1.7009025  -1.0653741  -0.23265351 -0.8590995  -0.09399482
 -0.59024596  0.65747774 -0.64636403  0.46742922 -0.8778397   0.26185673
 -0.76715904 -0.29579124  0.43451998 -0.5826388  -0.5074707   0.65681964
 -0.06903221 -0.4056753  -0.51202595  0.33819723 -0.60089415 -0.10847913
 -0.20824207 -0.09466968 -0.6686019  -0.7474055   0.04782664 -0.9155353
  0.8526879  -0.46258017 -0.10091673  0.11129788  0.06593125  0.79988176
  0.32255673 -0.47379827 -0.5543861   0.2355588  -0.43071198  0.22681451
 -0.6120111  -0.8198702  -0.60184634  0.7683096  -0.6310769   0.13212772
  0.06889206 -0.4534383 ]",1
1173,White dwarf,33501,"[-4.7456031e+00  4.8379898e-01 -4.5780501e+00  2.2556007e+00
 -6.2824206e+00 -3.7016234e+00  1.8645656e+00  2.2411823e+00
  1.0725363e+00 -1.4826926e+00  7.0697802e-01  1.3338876e+00
 -4.0383244e+00 -3.3317006e+00  6.9184175e+00  6.9113255e-01
  5.6231751e+00  1.9555144e+00  2.7500215e+00  3.5234828e+00
 -4.1194921e+00 -1.3500926e+00 -4.1072097e+00  5.0115123e+00
  7.4420106e-01  5.4835171e-01 -4.8707976e+00 -3.3938355e+00
 -8.7676325e+00 -1.6557138e+00  4.2146158e-01  8.0727303e-01
  3.8885257e+00 -6.8534784e+00 -1.1124786e+00  7.1116910e+00
 -2.0556131e-01 -5.7085242e+00  1.6042658e+00  3.3214581e+00
  5.3336844e+00 -2.8400366e+00  6.3338177e-03 -3.2173645e-01
 -9.6084845e-01  6.2307918e-01  5.6262212e+00 -2.2300165e+00
  3.3111444e+00 -3.7050097e+00]",1
1174,The Raven,78750,"[-1.8973763  -2.5584435  -3.6680474  -3.282274   -0.7959134  -0.32541388
 -0.72106814 -1.4014229  -2.071497    0.07827105 -2.0598633  -1.7032865
  1.7998794   0.9722907   2.0081434  -1.3056734  -2.1675446   1.1989092
  0.15946993  0.55134624 -0.0633754   1.538771   -0.3252683   2.1810987
 -0.2612592   1.4429219  -3.7398357  -2.2881396  -2.0671272  -5.0266337
  3.9284346   1.4389703  -0.10417882  2.62579     0.07530127  1.8010944
  4.4441695   0.313289   -1.1177154   1.2545491   1.0938174   4.9789443
 -0.9747413  -2.607244   -0.04305356  4.531135    2.2595768  -1.3914455
  0.5060933  -1.0380867 ]",1
1175,Marilyn Monroe,19318,"[-6.776427   -3.9032238   1.8824022  -2.29941    -2.0929039  -0.43939412
 -0.769523   -2.545135   -4.8199315   4.5266914  -0.9289566   2.6294844
 -0.5834007  -1.6587305  -1.660421   -0.6623755   1.6188816   2.743725
 -0.25853574  0.667866    2.4303036  -6.2367716   0.4061711   0.92021406
 -6.616476    1.3378825  -3.8143983   1.0127892   0.7147845   4.926036
  2.6233046   0.01058301  3.1653435  -1.1567974   0.02331817  1.7256471
  1.1477982   2.5954046  -5.41069     3.4830332  -1.373166   -1.2884519
 -4.6302795  -3.1060102   0.3546444   0.63913614  3.0931194  -2.3954716
  3.5143607  -1.544046  ]",1
1176,Ranavalona III,271544,"[-1.3637693  -1.3079563  -3.5399961   5.5576773   2.382596    0.7254668
  1.5762949  -1.4378794  -1.893399    1.7938     -0.1672691   1.7173669
  0.02299359  0.6092368  -2.9210725  -1.0620638  -1.7082875  -1.3997457
  1.6651667   1.6379024   1.0032227   0.822542   -1.7149265  -2.3093019
 -3.476293    2.861082   -2.332438   -2.8997638  -1.5720024   3.9803584
 -2.4169514   1.4400454   1.9554685   0.99461824 -1.8512906  -0.24744155
  0.19224536 -5.9167986  -3.0452995  -0.5291221  -2.688652    4.3952394
 -0.5060526  -6.7766285   0.04305797  6.765701   -2.582526    2.0813274
 -1.5414943  -0.69942373]",1
1177,American Airlines Flight 77,1902,"[-7.83176     0.40161666  0.9899182  -4.460192    0.01675102 -0.45070118
  3.4053888   3.7861278  -6.384728    2.6241336  -1.256349    0.63005495
 -4.244942   -2.2247822   0.13609108  2.251724   -2.1120653   0.04563226
  3.3089035   2.4403994  -1.6002957   2.3053584  -1.0576533   0.9721736
 -0.732392    1.3205959   0.6469773  -2.77644     2.5985713   0.23495519
 -3.2326307  -0.06962147  1.6051621  -3.3145707   0.7217903   1.9234577
 -4.6424046   1.8147346  -5.3882203   0.33093187  4.631401    3.339964
 -2.159369   -2.5797517   1.7104409  -0.22917187  0.23396136  2.2431834
 -0.5097556  -0.7276325 ]",1
1178,Jack Parsons,102915,"[-8.919395   -3.7482998  -1.9484351  -2.0979102  -2.3982108   0.3609698
 -3.7443964   1.0599905  -0.08673239  1.5152509  -0.5315367   0.2950871
 -6.0124564  -1.0842541  -2.816405    3.9728658   0.7861665  -1.0738567
  1.5795616  -0.44801742  1.0308931   1.1377734  -2.1392863   1.2448602
 -4.221301    2.692654   -4.2582974  -0.6744071  -0.7616964   0.21657817
 -2.0077837  -3.0346577   3.1629918  -0.01523765 -0.966249    5.2066283
  2.2609208  -2.7068775  -6.565414    2.852554    0.6689547   1.7132235
 -1.1458445   2.5439506  -1.5200912  -1.3136622   1.0432458  -1.9398764
 -2.33469     0.38471067]",1
1179,Otto Klemperer,160071,"[-4.312741   -3.017456    2.6995242   0.7063129  -1.6926199   3.971661
 -0.44039264 -1.6438205   0.9799201   2.3102698   1.1833562   3.2505152
  0.05191773  1.1833982  -5.4080405   1.3765955   1.9629754   2.4312513
  4.4253254   3.0349734  -4.162861   -2.1634343   2.4967399  -0.5315048
 -3.187566    2.0899425  -6.1956286   0.17888854 -3.5283766   1.2673826
 -1.3098955   0.63009274 -1.9760427   0.30840155  0.32524455  1.8953637
  7.2628865  -3.8030977   2.862575   -2.2713304  -0.9685509   1.8214172
  0.6701017  -2.0193985  -0.42702916  0.8031462   4.144416    5.74214
 -1.1408799  -3.6777465 ]",1
1180,Montana-class battleship,40396,"[-3.5478692  -1.327784    1.8565248   3.516965   -0.04169265  3.171571
  4.3122206   3.0699768  -1.4672593  -5.1096964  -2.3156168   0.9898219
 -2.3330917  -3.7739072  -1.6193073  -1.3437092   2.7171936   4.670626
  1.2632662  -1.1344098  -1.8750105  -3.056268   -2.9127843   1.8196769
 -0.37029693  3.9873962  -3.286692   -6.3996124   1.5583147  -3.4473681
  2.8295138  -2.4034436   2.378912   -3.148037   -2.3265493  -0.05412878
 -0.8463381  -1.9367559  -1.0426809   0.5403166   2.6367478   5.3740544
  1.6353734  -2.5621667   1.2497144   2.88657     2.474261    3.5556445
  1.31989     1.1430819 ]",1
1181,Kirsten Dunst,17450,"[-2.4078066  -5.2726436   1.1436616  -0.32885268 -2.8302839   1.4155722
 -0.4513593  -0.07430857 -3.4842808   4.0058227   0.3928047   2.417553
  3.3959327  -1.5964745  -1.1085212  -1.4541043   1.5163093  -0.27157223
  1.7349432  -1.0293491   0.36849418 -4.8165517  -0.7943749  -0.15945388
 -1.5956254   0.43685266 -3.814042   -0.11865788  0.4284705   0.68738014
  1.8407642  -1.118743    0.8442046   1.6117852   0.2609123   1.1033436
 -0.8285283   2.9142382  -2.823509    1.62097    -3.1978712   0.8507615
 -5.4373045  -4.4366612  -0.44325706 -3.248803    1.8463395  -3.0054028
  1.811576   -2.859927  ]",1
1182,Han dynasty,43460,"[-4.2282147  -2.9149647  -4.585264   10.381407    2.0847952   4.7582273
  3.3643773   1.2211542   1.3255166  -3.0471458  -0.25073832  2.306605
 -0.576775   -1.4760299   3.3223877   0.66762763  3.8122284  -2.4868593
 -6.5629387   1.8816303  -2.2941535   3.7277973  -1.8201474  -4.080398
 -5.098247    0.67818975  0.46191218 -3.847085    1.331007   -0.02443742
 -2.5950668   3.5808136  -4.8572288   2.9959311  -0.9114445   5.2009187
 -3.1990492  -2.9166074  -3.9749074   2.4829361   1.4868274  -2.3343973
  0.27094036 -2.4467404  -1.6906608   0.5241532  -0.7574747   0.46199495
 -0.03842394  5.115745  ]",1
1183,White stork,237782,"[-1.2714498   1.0539471  -6.0268974   0.04473907  1.644944   -0.9724981
  3.6238575   3.0866814  -2.172947    1.775946   -0.64338917 -2.4744942
  1.4769592  -1.9086792  -0.34696355 -5.0311275   1.6744095   3.1183276
 -1.0613289  -1.928739   -3.2191672   2.0243154  -2.7536821  -1.1073264
 -0.38649172  0.29718024 -0.7946809   2.8900623  -5.549952    1.9289033
  3.829632    1.5293204   2.1662552  -0.71925294 -0.25209302  4.008888
  1.1040514  -2.2297485  -3.3873675  -0.44518647 -3.0061786   1.9534996
  1.0571241  -1.0436178   6.4218287   5.0181675   1.580037   -0.47496513
 -0.25945786  0.9781882 ]",1
1184,Pinkerton (album),198474,"[-3.1669564  -2.1567252  -2.3245444  -6.456688   -2.3926246   3.5172796
  0.6744649  -1.3512505  -1.5510169   1.596651    1.8731338   1.3929392
 -0.6277563  -4.479486   -2.8568237  -1.5735981   0.36730555 -0.16621464
  0.73168606  2.8858755  -0.07040117 -4.233435    2.759569    1.7402058
  0.66369045 -0.931457   -4.2316546  -0.8180953   2.2263255  -3.8523176
  2.3840961  -1.7295055  -1.4174204   2.9470043  -1.992405    1.1442806
  2.6370122  -1.0269759  -1.738213    0.28428927 -0.2490261  -0.5265767
 -0.5105302  -3.201927   -2.800695   -1.131177    3.7064095   0.8100195
 -0.62813634 -0.07778016]",1
1185,Antiochus X Eusebes,168058,"[-1.9623436  -1.0396768  -2.2085378   3.3508253  -3.119462    0.466412
  0.08717781  3.7996778   1.0075561  -0.447925   -0.17088783 -1.0536622
  4.0336533  -1.800965    1.936607   -0.49734187 -0.8454774   2.5154634
 -4.4241076   3.4775012  -1.2794532   1.5944744  -3.2760355  -1.3742527
 -0.28350735 -2.0005496  -2.6236973  -1.5376891  -0.16852127  5.336482
  0.59367204  2.4166768   0.6619192  -1.9310446  -0.86144054  5.1368976
 -3.1750226  -2.5670526  -1.4510188   5.0491214   0.6298665   4.854715
 -0.9308304  -4.497521   -3.8457289   1.6258687  -1.2029065   2.0457156
  6.0442967   2.9939413 ]",1
1186,Frank Borman,80897,"[-7.858873   -2.738325    1.732825    0.7908832   2.037638   -0.73361325
  1.0669268   2.8752677  -4.168834    1.9318744  -3.5576048   3.2804127
 -1.6989774  -1.7545328   0.90222275  4.9893966  -1.711637   -0.45378852
 -0.6750498  -0.3405212  -3.009146   -1.8978882  -3.964629    2.8532
  0.5701285   3.3625133  -0.9065916  -0.9868495  -1.5525805   0.6006344
 -4.0108423  -4.8146176  -0.7694035  -4.626832   -1.8783686   2.2228987
  1.3038826   0.29963544 -4.4563684  -0.52157784  2.107302    3.1782107
 -2.9359818  -0.27549702  1.7468003  -3.052162    1.4464492  -1.9531338
 -1.1294707  -2.2626684 ]",1
1187,Highway 61 Revisited,145975,"[-1.9285924  -1.6635846  -0.83085775 -7.5146804  -3.018061    0.62088203
 -0.25189993  0.20787223 -2.9832318   0.42922643  1.0918792   3.6200366
 -2.237453   -1.7247628  -1.9361784  -2.3513148  -2.5145504   0.8648986
 -0.19541672 -0.69846135 -1.9285764  -1.1783184   0.8381863   4.7336764
 -4.079938    0.36626345 -2.7328117   3.00004     1.7232714  -3.506744
  3.3081994  -0.26692155 -1.6306776   1.1895685   0.00983506  1.9723114
  2.2856343   0.70832604  1.1424325  -0.28610656 -0.65544575 -0.16844505
  0.2002998  -5.810957   -1.0594108  -0.2652053   3.7992363   2.253991
  1.7289515   0.24636617]",1
1188,Right whale,301737,"[-4.0184191e-01  1.2367176e+00 -2.6743829e+00 -1.6499341e+00
  2.7235522e+00  2.4958601e+00  3.8008687e+00  4.9175396e+00
 -2.5786379e-02  4.2849703e+00 -4.5921323e-03  6.9215137e-01
 -3.0575728e+00 -3.8746021e+00 -2.2017498e+00 -4.2799163e+00
 -7.6262492e-01  3.0173485e+00 -3.5829892e+00 -2.3127888e-01
  7.4708283e-01 -1.1070061e+00 -2.0491519e+00  3.6554134e-01
  1.5179275e-01 -1.4654472e+00 -4.1823921e-01 -1.3217806e+00
 -2.1261296e+00 -2.7866986e+00  1.4518970e-01  8.4860617e-01
  9.6171916e-01 -4.9205480e+00 -1.9190598e+00  2.0168638e+00
 -6.2932245e-02 -2.6907079e+00 -1.2835991e+00 -1.3937896e+00
 -7.1051180e-01  1.6060777e+00 -1.2403133e+00 -3.8458548e+00
  2.9339285e+00  2.2005377e+00  4.1567755e+00 -3.4186623e+00
 -1.5040542e+00 -1.3686182e+00]",1
1189,South Pacific (musical),167964,"[-4.241624   -5.4234223   2.0622423  -3.2153442  -3.5006864  -0.8197002
  1.0408715  -0.16556486 -5.7791214  -0.48752463  0.87496126  4.343836
  3.0935059  -3.3623962  -2.706243   -6.0996222  -0.7854547   5.265728
  3.1016824  -3.7059903   5.366768   -3.5114756  -0.41553718  2.501781
 -3.9931154   2.0357416  -2.7957623  -2.278065    2.6736968  -0.16199557
  0.05497708  2.9619286   1.6258785  -0.04785344 -1.9365958   1.0249747
  5.7693157   1.5693457   0.5243739  -1.1172158  -2.6137514   3.2253418
 -1.0628608  -2.8680258   0.35325688  1.986139    4.509152    1.1288218
  2.3920715  -1.5721772 ]",1
1190,Tara Lipinski,205707,"[-6.8802114  -2.5775986   1.4634522  -0.21092908  0.88141084  2.6676192
  2.952351   -1.676005   -4.90405     5.2952027  -4.045514    4.031431
  0.26012868 -4.2538757   0.25503397  0.93145317  3.1403513   1.0225945
 -0.917796   -1.4606829  -4.1175346  -2.113471    2.279976    0.94203013
 -1.644549   -4.7513046  -3.9361541   3.1071064  -5.4379897   0.7107457
 -0.9121563  -3.5140233  -2.6800175   5.14178    -2.1783633  -1.2827426
  2.6362674   2.6225886  -1.7964407  -1.9405004   0.307294    2.0792007
 -4.5161037   3.116149    0.28544983 -1.3528979   4.457622    0.44268525
  0.07767301 -0.02554852]",1
1191,Titan (moon),47402,"[-4.6604295  -2.685454   -4.9477954   2.4144585  -0.63452667 -2.7016613
  4.372747    0.46606892  3.705789    4.1208024   4.1204815  -0.5156895
 -2.1979628  -0.18814021  3.9850307   0.03789105  2.3414083  -2.5992923
  1.3026603   0.4954699  -5.1850905  -1.5554566  -3.3169487   1.6171372
  0.1517252   2.5441685  -1.5756294   1.1487666  -7.476275   -5.662465
 -1.2018169  -3.4062243   2.4608762  -7.0351586  -4.7514367   3.885238
 -2.193851   -6.9188423   1.218099    3.9571505   4.046042    1.7339188
 -3.827135   -4.3126936   0.7458608  -1.3004218   5.6160893  -2.0467515
 -1.7559826  -4.8672905 ]",1
1192,Tiberius III,252506,"[-0.4271254   1.5753231  -2.0707724   3.2975104  -0.4845586   1.13751
 -1.4919046   1.2986941   0.52739996  0.81523657 -0.2642691   1.0818124
  2.3984306  -1.4536197   1.7269995   1.2842511   0.5908822   1.1807498
  1.0076463   1.7016965  -3.717132    2.4939976  -1.7373405  -0.87385786
 -1.459672    0.57183975 -0.37588397 -1.2977054   3.104321    0.9441852
  0.7830722   2.7416348  -2.2800748  -0.9770891  -1.6028816   3.617771
 -1.2919375  -2.0457385  -1.1383402   2.5169666  -0.14856985  2.4201605
 -1.2663751  -3.3865902   0.04590831  1.6269193   0.24512024  0.7465945
  1.5695786   2.0908067 ]",1
